timestamp,role,org_size,industry,team_focus,storage_environment,orchestration,ai_usage_frequency,ai_helps_with,ai_adoption,modeling_approach,modeling_pain_points,architecture_trend,biggest_bottleneck,team_growth_2026,education_topic,industry_wish,region
02:20.1,Data Platform Product Manager ,200–999,Healthcare,"Data quality / reliability, Fighting fires","Cloud data warehouse (Snowflake, BigQuery, Redshift, etc.)",Airflow,Daily,"Writing Code (SQL, Python, etc), Documentation / data discovery",Using AI for tactical tasks,Event-driven modeling,Pressure to “move fast”,Lakehouse,Poor requirements / upstream issues,Grow,AI/LLM integration,Data is everyone’s responsibility and there’s a direct dependency from strategy and operations on service owners and engineering. Data isn’t just an afterthought and analytics isn’t a series of one of report requests ,United States / Canada
28:18.0,Data Architect,< 50 employees,Manufacturing / Industrial,"Ingestion / pipelines, Infrastructure / platform work","Cloud data warehouse (Snowflake, BigQuery, Redshift, etc.)",Snowflake Tasks,Multiple times per day,"Writing Code (SQL, Python, etc), Architecture design",AI embedded in most workflows,Mixed (depends on use case),"Lack of clear ownership, Hard to maintain over time, Tools don’t support good modeling",Lakehouse,Legacy / technical debt,Grow,Semantics / ontologies / knowledge graphs,heterogenous tech debt cannot be replaced by a single tool/software solution,United States / Canada
31:52.0,Analytics Engineer,"10,000+",Manufacturing / Industrial,Ingestion / pipelines,"Lakehouse (Databricks, Iceberg/Hudi/Delta + compute engine)","Cloud-native (GCP Cloud Composer, AWS MWAA, etc.)",Multiple times per day,"Writing Code (SQL, Python, etc), Documentation / data discovery",Experimenting,Mixed (depends on use case),"Hard to maintain over time, Pressure to “move fast”",Data mesh / federated ownership,Poor requirements / upstream issues,Stay the same,Data modeling,,United States / Canada
46:56.2,Analytics Engineer,< 50 employees,Manufacturing / Industrial,"Data modeling / transformation, Analytics / BI","Cloud data warehouse (Snowflake, BigQuery, Redshift, etc.)",Dataform,Daily,"Writing Code (SQL, Python, etc), Data modeling",Using AI for tactical tasks,Ad-hoc / tables added as needed,"Hard to maintain over time, Pressure to “move fast”",Centralized warehouse,Poor requirements / upstream issues,Stay the same,Semantics / ontologies / knowledge graphs,,United States / Canada
50:53.8,Manager / Director / VP,"10,000+",Healthcare,"Ingestion / pipelines, Analytics / BI","Cloud data warehouse (Snowflake, BigQuery, Redshift, etc.)","Not sure, Databricks version of pipeline automation- we may not yet have dependencies",Multiple times per day,"Writing Code (SQL, Python, etc), Documentation / data discovery",Using AI for tactical tasks,Kimball-style dimensional modeling,Lack of clear ownership,Centralized warehouse,Talent / hiring,Stay the same,AI/LLM integration,,Europe (EU / UK)
39:16.2,Data Engineer,"10,000+",Tech,"Ingestion / pipelines, Data modeling / transformation","Cloud data warehouse (Snowflake, BigQuery, Redshift, etc.)","Cloud-native (GCP Cloud Composer, AWS MWAA, etc.)",Multiple times per day,"Documentation / data discovery, Architecture design",Using AI for tactical tasks,Mixed (depends on use case),Lack of clear ownership,Centralized warehouse,Poor requirements / upstream issues,Grow,Architecture patterns,,Europe (EU / UK)
00:53.7,Analytics Engineer,50–199,Finance,"Data modeling / transformation, Data quality / reliability","Cloud data warehouse (Snowflake, BigQuery, Redshift, etc.)","Cloud-native (GCP Cloud Composer, AWS MWAA, etc.)",Daily,"Writing Code (SQL, Python, etc), Governance / quality checks",Using AI for tactical tasks,Kimball-style dimensional modeling,None / modeling is going well,Event-driven architecture,Data quality,Stay the same,Data modeling,How it directly impacts the business,United States / Canada
10:26.6,Manager / Director / VP,200–999,Finance,"Ingestion / pipelines, Data modeling / transformation","Cloud data warehouse (Snowflake, BigQuery, Redshift, etc.)",Airflow,Rarely,I don't find AI helpful,Experimenting,One Big Table,"Hard to maintain over time, Tools don’t support good modeling, Pressure to “move fast”",Centralized warehouse,Poor requirements / upstream issues,Grow,Data modeling,It’s not magic and that good things come to those who wait,United States / Canada
10:42.9,Analytics Engineer,200–999,Tech,"Ingestion / pipelines, Data modeling / transformation","Lakehouse (Databricks, Iceberg/Hudi/Delta + compute engine)",Databricks Lakeflow,Multiple times per day,"Writing Code (SQL, Python, etc), Pipeline debugging",AI embedded in most workflows,Event-driven modeling,"Tools don’t support good modeling, Pressure to “move fast”",Lakehouse,Lack of leadership direction,Not sure,Data modeling,,Europe (EU / UK)
17:50.2,Data Architect,"1,000–10,000",Retail/e-commerce,"Data modeling / transformation, Data quality / reliability","Cloud data warehouse (Snowflake, BigQuery, Redshift, etc.)","Cloud-native (GCP Cloud Composer, AWS MWAA, etc.)",Daily,Documentation / data discovery,Experimenting,Mixed (depends on use case),"Hard to maintain over time, Tools don’t support good modeling",Data mesh / federated ownership,Tooling and Shift Left adoption,Grow,Semantics / ontologies / knowledge graphs,"Software and data are not the same, similar but different challenges. ",Europe (EU / UK)
59:19.8,ML Engineer / MLOps,< 50 employees,Tech,Fighting fires,"Lakehouse (Databricks, Iceberg/Hudi/Delta + compute engine)",Dagster,Multiple times per day,"Pipeline debugging, Documentation / data discovery",No meaningful adoption yet,Ad-hoc / tables added as needed,"Lack of clear ownership, Hard to maintain over time",Lakehouse,Legacy / technical debt,Grow,Streaming / event-driven systems,,Europe (EU / UK)
01:28.3,Data Engineer,< 50 employees,Retail/e-commerce,"Ingestion / pipelines, Data quality / reliability, Infrastructure / platform work, Fighting fires",Mixed/hybrid,"Cloud-native (GCP Cloud Composer, AWS MWAA, etc.)",Multiple times per day,"Writing Code (SQL, Python, etc), Pipeline debugging, Documentation / data discovery",AI embedded in most workflows,Mixed (depends on use case),Pressure to “move fast”,Lakehouse,Legacy / technical debt,Grow,Semantics / ontologies / knowledge graphs,,Australia / New Zealand
26:40.1,Manager / Director / VP,"10,000+",Manufacturing / Industrial,"Data modeling / transformation, Infrastructure / platform work","Lakehouse (Databricks, Iceberg/Hudi/Delta + compute engine)",ADF (lol),Daily,"Writing Code (SQL, Python, etc), Documentation / data discovery",Using AI for tactical tasks,Kimball-style dimensional modeling,"Lack of clear ownership, Hard to maintain over time, Pressure to “move fast”",Data mesh / federated ownership,Legacy / technical debt,Stay the same,Data modeling,No amount of technology or process improvements will make up for a lack of aligned definitions of key entities and metrics.,Latin America
32:13.0,Data Analyst ,"1,000–10,000",Retail/e-commerce,Analytics / BI,Mixed/hybrid,No orchestration / ad-hoc,Daily,"Writing Code (SQL, Python, etc)",Building internal AI platforms,Ad-hoc / tables added as needed,"Hard to maintain over time, Tools don’t support good modeling, Pressure to “move fast”",Centralized warehouse,Data quality,Stay the same,Career growth / leadership,It needs time!,Europe (EU / UK)
44:21.4,Data Engineer,"1,000–10,000",Manufacturing / Industrial,"Data quality / reliability, Analytics / BI",Cloud PostgreSQL/MySQL,No orchestration / ad-hoc,Multiple times per day,"Writing Code (SQL, Python, etc), Pipeline debugging",Experimenting,Event-driven modeling,"Hard to maintain over time, Pressure to “move fast”",Event-driven architecture,Data quality,Stay the same,Data modeling,,Europe (EU / UK)
59:59.2,Data Architect,"10,000+",Manufacturing / Industrial,"Ingestion / pipelines, Data quality / reliability, Infrastructure / platform work, Fighting fires",Mixed/hybrid,"Cloud-native (GCP Cloud Composer, AWS MWAA, etc.)",Multiple times per day,"Documentation / data discovery, Architecture design",Using AI for tactical tasks,Mixed (depends on use case),"Lack of clear ownership, Pressure to “move fast”",Data mesh / federated ownership,Data quality,Stay the same,Semantics / ontologies / knowledge graphs,"I wish the industry/its leaders, truly understood how important data and data engineering are, not just repeating buzzwords(big data, data driven...), but taking real action and making real investments.",Europe (EU / UK)
07:26.5,Manager / Director / VP,"1,000–10,000",Retail/e-commerce,"Data modeling / transformation, Infrastructure / platform work, Analytics / BI","Cloud data warehouse (Snowflake, BigQuery, Redshift, etc.)",Airflow,Daily,"Writing Code (SQL, Python, etc), Documentation / data discovery",No meaningful adoption yet,Mixed (depends on use case),"Lack of clear ownership, Hard to maintain over time, Tools don’t support good modeling",Data mesh / federated ownership,Lack of leadership direction,Grow,Career growth / leadership,,Europe (EU / UK)
36:32.0,Manager / Director / VP,"10,000+",Manufacturing / Industrial,"Ingestion / pipelines, Fighting fires","Lakehouse (Databricks, Iceberg/Hudi/Delta + compute engine)","Cloud-native (GCP Cloud Composer, AWS MWAA, etc.)",Multiple times per day,"Writing Code (SQL, Python, etc), Pipeline debugging",No meaningful adoption yet,Kimball-style dimensional modeling,Lack of clear ownership,Lakehouse,Legacy / technical debt,Grow,Reliability engineering,,United States / Canada
21:55.0,Manager / Director / VP,50–199,Finance,"Data modeling / transformation, Infrastructure / platform work, Fighting fires","Cloud data warehouse (Snowflake, BigQuery, Redshift, etc.)",Event based,Daily,"Writing Code (SQL, Python, etc), Architecture design",Using AI for tactical tasks,Ad-hoc / tables added as needed,Hard to maintain over time,Centralized warehouse,Poor requirements / upstream issues,Grow,Reliability engineering,It should not ditch decades of software engineering best practices ,Europe (EU / UK)
02:31.3,Data Engineer & Mainframe Developer,"10,000+",Finance,"Analytics / BI, Fighting fires","Cloud data warehouse (Snowflake, BigQuery, Redshift, etc.)",Google Cloud Scheduler,Weekly,"Writing Code (SQL, Python, etc)",Building internal AI platforms,Mixed (depends on use case),Lack of clear ownership,Centralized warehouse,Lack of leadership direction,Not sure,AI/LLM integration,Clear understanding of roles and boundaries,Asia–Pacific
25:59.1,Data Engineer,"1,000–10,000",Tech,"Ingestion / pipelines, Fighting fires","Cloud data warehouse (Snowflake, BigQuery, Redshift, etc.)",Airflow,Multiple times per day,"Writing Code (SQL, Python, etc), Pipeline debugging, Documentation / data discovery, Data modeling, Architecture design, Governance / quality checks",Building internal AI platforms,Ad-hoc / tables added as needed,"Lack of clear ownership, Hard to maintain over time, Pressure to “move fast”",Lakehouse,Lack of leadership direction,Grow,Streaming / event-driven systems,"Systems behind pipelines, warehouses and dashboards. Understand why a particular system works the way it does and tradeoffs",Asia–Pacific
10:19.6,Software Engineer working on data,50–199,Tech,"Ingestion / pipelines, Infrastructure / platform work",Cloud PostgreSQL/MySQL,No orchestration / ad-hoc,Multiple times per day,"Writing Code (SQL, Python, etc), Data modeling, Architecture design",AI embedded in most workflows,Ad-hoc / tables added as needed,None / modeling is going well,Centralized warehouse,Talent / hiring,Grow,Architecture patterns,,United States / Canada
26:45.5,Data Engineer,< 50 employees,Tech,Ingestion / pipelines,Mixed/hybrid,Mage,Multiple times per day,"Writing Code (SQL, Python, etc), Pipeline debugging",Building internal AI platforms,Event-driven modeling,"Tools don’t support good modeling, Pressure to “move fast”",Event-driven architecture,Poor requirements / upstream issues,Stay the same,Semantics / ontologies / knowledge graphs,That it requires just as much time and rigor as software engineering,Australia / New Zealand
34:21.7,Data Engineer,"1,000–10,000",Tech,"Ingestion / pipelines, Data quality / reliability, Fighting fires","Lakehouse (Databricks, Iceberg/Hudi/Delta + compute engine)",Airflow,Daily,"Writing Code (SQL, Python, etc), Documentation / data discovery",Using AI for tactical tasks,Mixed (depends on use case),"Lack of clear ownership, Hard to maintain over time, Pressure to “move fast”",Event-driven architecture,Legacy / technical debt,Grow,AI/LLM integration,,United States / Canada
